,0,1,2,3,4,5,6,7,8
2030,usf1944_RCC_L1_CL_B.jpg,0.204428,1.0,0.770944,0.159357,0.105197,0.110793,0.11599,0.0347494
2266,usf3103_RMLO_L1_MS_B.jpg,0.206194,1.0,0.782037,0.171441,0.1332,0.121846,0.117974,0.0677147
63,usf0040_LMLO_L1_MS_M.jpg,0.220132,1.0,0.81593,0.199183,0.151276,0.13046,0.136706,0.0838977
454,usf0304_RMLO_L2_CL_B.jpg,0.246539,1.0,0.79899,0.169306,0.136819,0.120947,0.119363,0.0692243
1703,usf1764_RMLO_L1_MS_B.jpg,0.209918,1.0,0.738502,0.158209,0.100602,0.102199,0.121795,0.0355413
770,usf1111_RMLO_L1_MS_M.jpg,0.319898,1.0,0.716649,0.315696,0.207885,0.210936,0.219262,0.16381
2859,usf4172_RCC_L1_MS_M.jpg,0.226821,1.0,0.766834,0.16638,0.10438,0.116007,0.118599,0.0382413
1806,usf1816_RMLO_L1_MS_M.jpg,0.269988,1.0,0.783721,0.20753,0.183023,0.161687,0.178819,0.101805
2786,usf4125_RCC_L1_MS_M.jpg,0.505219,1.0,0.842849,0.462849,0.430579,0.434711,0.438532,0.390001
1781,usf1803_LMLO_L1_CL_B.jpg,0.220564,1.0,0.759959,0.194499,0.107742,0.126048,0.118029,0.0449724
1873,usf1857_RCC_L1_MS_B.jpg,0.212506,1.0,0.596002,0.282129,0.0774774,0.10705,0.112043,0.0596437
2417,usf3438_LCC_L1_CL_B.jpg,0.358671,1.0,0.84065,0.335067,0.304116,0.281272,0.295021,0.241481
2258,usf3088_LMLO_L1_MS_M.jpg,0.228369,1.0,0.830379,0.183577,0.149612,0.131915,0.135168,0.0749524
842,usf1154_LCC_L1_MS_M.jpg,0.178554,1.0,0.705676,0.185431,0.0901662,0.111876,0.117596,0.0367744
2820,usf4148_RCC_L1_MS_M.jpg,0.227382,1.0,0.599199,0.278583,0.0779343,0.104934,0.113557,0.0655669
909,usf1204_LMLO_L1_MS_M.jpg,0.225941,1.0,0.66581,0.189452,0.0815204,0.105345,0.103141,0.0464347
2445,usf3467_LCC_L1_CL_B.jpg,0.261541,1.0,0.810804,0.187473,0.164691,0.128242,0.137511,0.0863867
2140,usf3029_LMLO_L5_CL_M.jpg,0.166947,1.0,0.795486,0.201218,0.146102,0.133045,0.139429,0.081022
765,usf1108_LCC_L1_CL_M.jpg,0.206063,1.0,0.728435,0.188965,0.100626,0.117906,0.108853,0.0417647
2765,usf4114_LMLO_L1_MS_M.jpg,0.21198,1.0,0.624852,0.329175,0.0886145,0.114008,0.122437,0.0761125
289,usf0191_LCC_L1_MS_M.jpg,0.34771,1.0,0.818709,0.365214,0.324549,0.315264,0.319975,0.273398
949,usf1234_RMLO_L1_MS_M.jpg,0.228344,1.0,0.732613,0.160729,0.0950011,0.103488,0.113332,0.0391894
326,usf0213_RCC_L1_CL_M.jpg,0.120047,1.0,0.795834,0.19313,0.153056,0.137369,0.142494,0.0779742
1102,usf1410_LMLO_L1_MS_B.jpg,0.198334,1.0,0.720629,0.171808,0.0933878,0.121167,0.103299,0.0313251
2349,usf3379_RMLO_L1_MS_M.jpg,0.154968,1.0,0.772693,0.178096,0.133753,0.128113,0.124117,0.0650542
1558,usf1681_RCC_L1_MS_B.jpg,0.212899,1.0,0.656279,0.219596,0.0809767,0.117099,0.104085,0.045609
286,usf0189_RMLO_L3_MS_M.jpg,0.327666,1.0,0.847907,0.251936,0.242166,0.220319,0.223464,0.169102
3275,5181830.jpg,0.0556839,1.0,0.736708,0.280907,0.176943,0.279878,0.150131,0.0401296
2745,usf4104_RMLO_L1_MS_M.jpg,0.34676,1.0,0.671592,0.464239,0.234099,0.263255,0.262081,0.229853
2086,usf3010_RMLO_L2_MS_M.jpg,0.140548,1.0,0.837749,0.192418,0.170359,0.145558,0.14611,0.0888946
1286,usf1512_LMLO_L1_MS_B.jpg,0.182311,1.0,0.695353,0.203267,0.0932912,0.118652,0.112304,0.0443801
2470,usf3485_RMLO_L1_CL_B.jpg,0.185868,1.0,0.817077,0.171877,0.150869,0.13131,0.129846,0.0714401
2376,usf3400_LMLO_L1_CL_B.jpg,0.212947,1.0,0.78769,0.179481,0.133458,0.119877,0.130142,0.0683383
1762,usf1793_LMLO_L1_MS_B.jpg,0.182114,1.0,0.615826,0.35531,0.0976832,0.133051,0.13489,0.0845202
798,usf1128_RMLO_L1_MS_M.jpg,0.230805,1.0,0.714726,0.168714,0.0906009,0.105541,0.109499,0.0414118
806,usf1133_RMLO_L1_CL_M.jpg,0.222226,1.0,0.693552,0.214694,0.0939679,0.110135,0.112743,0.0518302
2456,usf3475_LMLO_L1_MS_M.jpg,0.207543,1.0,0.8096,0.173536,0.145502,0.122046,0.134127,0.0700015
3070,4152400.jpg,0.258429,1.0,0.894932,0.398768,0.326613,0.303495,0.32747,0.168369
257,usf0171_RMLO_L1_CL_M.jpg,0.160082,1.0,0.809404,0.181772,0.151853,0.13272,0.134624,0.075397
1842,usf1838_LMLO_L1_MS_B.jpg,0.224818,1.0,0.766616,0.155211,0.10218,0.120822,0.106732,0.0362439
491,usf0317_RCC_L1_MS_B.jpg,0.186922,1.0,0.794428,0.190908,0.155233,0.129004,0.135295,0.0860399
44,usf0026_LCC_L1_CL_M.jpg,0.281444,1.0,0.818212,0.189194,0.142595,0.1254,0.134001,0.0770799
2322,usf3364_LCC_L3_CL_B.jpg,0.188649,1.0,0.76476,0.171206,0.127394,0.11472,0.124341,0.062433
201,usf0142_LCC_L1_MS_M.jpg,0.289139,1.0,0.826601,0.185615,0.143004,0.12425,0.132826,0.0743539
2691,usf4076_LCC_L1_MS_B.jpg,0.217349,1.0,0.669903,0.207888,0.0823658,0.106776,0.111111,0.0475112
2160,usf3038_LCC_L1_MS_M.jpg,0.247016,1.0,0.839411,0.202547,0.174095,0.143342,0.141707,0.0974065
114,usf0077_RMLO_L1_MS_M.jpg,0.336311,1.0,0.8675,0.279502,0.264743,0.242585,0.23854,0.188188
3315,5190955.jpg,0.103134,1.0,0.709719,0.294735,0.12544,0.184778,0.142971,0.0343921
2286,usf3121_RMLO_L1_CL_B.jpg,0.175927,1.0,0.810161,0.188615,0.149306,0.137082,0.132532,0.0766797
3109,4161253.jpg,0.117084,1.0,0.838955,0.317294,0.24913,0.281862,0.239748,0.0986036
2065,usf2001_RCC_L1_MS_B.jpg,0.20462,1.0,0.749889,0.170883,0.0982235,0.112052,0.116494,0.0374348
3249,5172104.jpg,0.0174978,1.0,0.714309,0.357724,0.161751,0.1681,0.264006,0.0804628
1964,usf1906_LMLO_L1_CL_M.jpg,0.220255,1.0,0.71081,0.185208,0.0880993,0.110516,0.11133,0.0391817
563,usf0364_RMLO_L1_MS_B.jpg,0.536662,1.0,0.880307,0.501227,0.495872,0.482062,0.483192,0.45078
1958,usf1902_LMLO_L1_MS_M.jpg,0.21239,1.0,0.743794,0.156486,0.0969812,0.113961,0.105153,0.0372559
2968,mdb199_77.png,0.0730838,1.0,0.929367,0.219339,0.2795,0.300389,0.172129,0.0852287
2017,usf1937_LMLO_L1_CL_B.jpg,0.174518,1.0,0.685766,0.297782,0.107493,0.139156,0.129139,0.0680761
1238,usf1484_LCC_L1_CL_B.jpg,0.183651,1.0,0.670599,0.225136,0.0905594,0.119782,0.11205,0.0492035
1618,usf1719_LMLO_L1_MS_B.jpg,0.19403,1.0,0.653086,0.209547,0.0825723,0.113325,0.105624,0.047365
140,usf0096_RMLO_L1_CL_M.jpg,0.180262,1.0,0.783357,0.18658,0.146324,0.129169,0.129018,0.0812864
149,usf0101_RMLO_L1_MS_M.jpg,0.284753,1.0,0.80549,0.199942,0.197199,0.17083,0.169249,0.123268
1083,usf1399_RMLO_L1_MS_M.jpg,0.196849,1.0,0.728011,0.172743,0.0971973,0.109905,0.114715,0.0405891
2,usf0002_LMLO_L1_CL_M.jpg,0.181016,1.0,0.778928,0.187112,0.14078,0.121152,0.133378,0.0759878
894,usf1189_LCC_L1_MS_M.jpg,0.197018,1.0,0.660737,0.210585,0.0799714,0.111222,0.11142,0.0407359
884,usf1182_RCC_L1_MS_M.jpg,0.201176,1.0,0.708232,0.175554,0.0901197,0.107405,0.111916,0.0387842
3116,4162057.jpg,0.111748,1.0,0.830554,0.243114,0.192507,0.191079,0.176355,0.034455
1891,usf1866_LMLO_L1_CL_B.jpg,0.425605,1.0,0.818968,0.369439,0.34243,0.345129,0.33123,0.278819
1608,usf1714_RCC_L1_MS_B.jpg,0.197265,1.0,0.644626,0.328081,0.102674,0.131846,0.133175,0.0842166
962,usf1243_LMLO_L1_CL_M.jpg,0.224444,1.0,0.779706,0.152827,0.116734,0.131619,0.108067,0.0360601
2021,usf1939_LMLO_L1_CL_B.jpg,0.185921,1.0,0.716559,0.178757,0.0962866,0.114009,0.111145,0.0421147
548,usf0358_LCC_L1_MS_M.jpg,0.423121,1.0,0.860532,0.3722,0.358496,0.330409,0.333008,0.293289
2680,usf4070_RMLO_L1_MS_B.jpg,0.21985,1.0,0.72695,0.18488,0.0943192,0.116677,0.108141,0.0428159
1947,usf1897_LCC_L1_CL_M.jpg,0.370589,1.0,0.807922,0.344994,0.304672,0.301289,0.306428,0.241857
292,usf0192_RMLO_L1_MS_M.jpg,0.153932,1.0,0.779736,0.182657,0.144862,0.130524,0.129423,0.0751914
2953,mdb167_62.png,0.0768473,1.0,0.919978,0.211223,0.303342,0.231694,0.22363,0.120655
2830,usf4156_RMLO_L1_CL_M.jpg,0.175464,1.0,0.642845,0.325963,0.1006,0.15015,0.123418,0.0726515
168,usf0110_RMLO_L1_MS_M.jpg,0.401215,1.0,0.863513,0.286111,0.281975,0.25292,0.255463,0.199253
830,usf1147_LCC_L1_MS_M.jpg,0.217458,1.0,0.74924,0.1616,0.102014,0.118142,0.106104,0.0377716
362,usf0231_LCC_L1_CL_B.jpg,0.162276,1.0,0.756632,0.183799,0.129074,0.121701,0.127684,0.0671072
754,usf0506_RMLO_L1_MS_B.jpg,0.112763,1.0,0.8018,0.197826,0.165133,0.144908,0.147396,0.089933
3321,5191822.jpg,0.116875,1.0,0.762616,0.286165,0.143987,0.153771,0.17053,0.0408511
2831,usf4157_LCC_L1_CL_M.jpg,0.201015,1.0,0.532668,0.344196,0.0687528,0.105759,0.110236,0.0736895
3361,5200818.jpg,0.12051,1.0,0.802062,0.249862,0.16551,0.186224,0.163849,0.0327589
3126,4163513.jpg,0.0562223,1.0,0.735032,0.326162,0.141904,0.198503,0.197485,0.0442247
3223,5165852.jpg,0.146602,1.0,0.770451,0.265034,0.160968,0.164801,0.160645,0.0474115
919,usf1213_LMLO_L1_CL_M.jpg,0.198739,1.0,0.702894,0.183965,0.0876573,0.115078,0.107591,0.0373875
1074,usf1394_RMLO_L1_MS_B.jpg,0.237461,1.0,0.707989,0.266934,0.165491,0.171889,0.190795,0.111502
234,usf0157_LMLO_L3_MS_M.jpg,0.183355,1.0,0.807374,0.211642,0.160308,0.136037,0.147141,0.0929223
2236,usf3078_LMLO_L1_MS_M.jpg,0.15632,1.0,0.79189,0.196715,0.145026,0.13011,0.141721,0.0783512
2047,usf1953_RMLO_L1_CL_B.jpg,0.204633,1.0,0.727989,0.20635,0.099555,0.112699,0.124837,0.0433666
1838,usf1836_LMLO_L1_MS_B.jpg,0.204847,1.0,0.696999,0.178415,0.0873865,0.121818,0.103083,0.0352397
219,usf0151_RCC_L1_CL_M.jpg,0.334729,1.0,0.840877,0.354686,0.331559,0.310664,0.312431,0.272835
1159,usf1440_RMLO_L1_MS_B.jpg,0.181295,1.0,0.500691,0.286686,0.0649068,0.0972287,0.0982805,0.0658376
1177,usf1450_LCC_L1_MS_B.jpg,0.225048,1.0,0.66079,0.188018,0.0774987,0.105408,0.103797,0.0425669
1680,usf1753_RCC_L1_CL_B.jpg,0.178253,1.0,0.633655,0.306262,0.0944219,0.133377,0.124091,0.0733844
836,usf1150_RCC_L1_MS_M.jpg,0.418379,1.0,0.857108,0.378592,0.364226,0.352641,0.358082,0.294636
3232,5170553.jpg,0.0917433,1.0,0.77283,0.273181,0.166933,0.23435,0.144648,0.0398591
1101,usf1410_LCC_L1_MS_B.jpg,0.217314,1.0,0.781383,0.136882,0.110024,0.115234,0.108093,0.0342436
3322,5191953.jpg,0.174219,1.0,0.87853,0.352018,0.238793,0.259524,0.251841,0.101668
1892,usf1867_RMLO_L1_CL_B.jpg,0.525146,1.0,0.86252,0.510798,0.476574,0.472249,0.471573,0.427235
1148,usf1435_RCC_L1_MS_B.jpg,0.198738,1.0,0.780844,0.145497,0.108919,0.111339,0.113446,0.0324434
3036,4144048.jpg,0.0390896,1.0,0.702404,0.329274,0.141068,0.167522,0.238458,0.0405124
1866,usf1849_LMLO_L1_MS_M.jpg,0.1443,1.0,0.52052,0.33348,0.0750184,0.116457,0.113044,0.0688655
667,usf0406_LCC_L1_CL_B.jpg,0.322819,1.0,0.796379,0.30242,0.258248,0.249491,0.25248,0.207046
3021,4134335.jpg,0.103955,1.0,0.836325,0.292443,0.192722,0.226137,0.189777,0.05081
2850,usf4167_RMLO_L1_CL_B.jpg,0.220886,1.0,0.71015,0.184063,0.0871115,0.106809,0.114379,0.0406739
1407,usf1583_RMLO_L1_MS_M.jpg,0.137621,1.0,0.562516,0.260665,0.07548,0.110674,0.120532,0.0518676
2936,mdb130_45.png,0.0716418,0.988993,1.0,0.21053,0.251698,0.223036,0.225642,0.0911948
3306,5190308.jpg,0.212046,1.0,0.786089,0.326563,0.226845,0.310251,0.174457,0.102929
1130,usf1426_RMLO_L1_MS_B.jpg,0.208141,1.0,0.752994,0.179112,0.103209,0.105598,0.128212,0.0383286
1510,usf1646_RMLO_L1_CL_B.jpg,0.168901,1.0,0.638167,0.217172,0.0831821,0.107444,0.117801,0.0460411
2743,usf4103_RCC_L1_CL_M.jpg,0.296682,1.0,0.721897,0.262657,0.153831,0.171309,0.179301,0.115277
859,usf1164_LMLO_L1_MS_M.jpg,0.210818,1.0,0.742407,0.192505,0.103338,0.126432,0.114756,0.042185
1987,usf1919_RMLO_L1_CL_B.jpg,0.163722,1.0,0.541025,0.342093,0.0798098,0.110527,0.124541,0.0740603
2261,usf3092_RCC_L1_CL_B.jpg,0.515769,1.0,0.877472,0.489118,0.475634,0.465124,0.465553,0.429224
2209,usf3069_RCC_L1_MS_M.jpg,0.210158,1.0,0.782239,0.150964,0.129712,0.112694,0.115482,0.059063
118,usf0078_LCC_L5_CL_M.jpg,0.220602,1.0,0.779788,0.222185,0.144325,0.134065,0.13593,0.0893919
804,usf1132_LMLO_L1_MS_M.jpg,0.227868,1.0,0.748912,0.183123,0.110286,0.12258,0.106512,0.0435731
1374,usf1563_RMLO_L1_MS_B.jpg,0.221124,1.0,0.80503,0.1398,0.119772,0.109942,0.117777,0.0350803
1086,usf1401_RCC_L1_MS_M.jpg,0.191657,1.0,0.586271,0.278857,0.0749599,0.109187,0.109181,0.0582084
2649,usf4054_LMLO_L1_CL_B.jpg,0.238565,1.0,0.689904,0.268501,0.0902492,0.114632,0.11921,0.0625614
27,usf0016_RMLO_L1_MS_M.jpg,0.189149,1.0,0.783429,0.178102,0.142128,0.125794,0.123448,0.0748998
2609,usf4032_RMLO_L1_MS_M.jpg,0.213487,1.0,0.639693,0.224346,0.078871,0.108447,0.103946,0.0526423
83,usf0060_LCC_L1_CL_M.jpg,0.191137,1.0,0.775249,0.176752,0.134242,0.117703,0.129319,0.0694513
1659,usf1741_LMLO_L1_CL_B.jpg,0.205457,1.0,0.744663,0.165226,0.100217,0.116126,0.107804,0.0398251
1515,usf1649_LCC_L1_CL_B.jpg,0.201472,1.0,0.678708,0.194759,0.0853957,0.11072,0.107996,0.0450564
1545,usf1674_LCC_L1_MS_M.jpg,0.18757,1.0,0.560036,0.275933,0.0716957,0.105667,0.100468,0.0591455
1963,usf1905_LMLO_L1_CL_M.jpg,0.144041,1.0,0.642289,0.283447,0.0993922,0.131257,0.120792,0.0609279
260,usf0174_RCC_L2_MS_M.jpg,0.131523,1.0,0.748755,0.207166,0.128871,0.127153,0.135776,0.0677311
2232,usf3077_RCC_L1_CL_M.jpg,0.333272,1.0,0.857422,0.335496,0.315676,0.294594,0.296068,0.24872
953,usf1236_RMLO_L1_CL_M.jpg,0.228629,1.0,0.736834,0.18517,0.0985201,0.116164,0.116769,0.041433
984,usf1259_LCC_L1_CL_B.jpg,0.384131,1.0,0.851418,0.344979,0.339434,0.333424,0.322955,0.261315
2079,usf3007_LCC_L1_CL_M.jpg,0.175259,1.0,0.803049,0.249617,0.179834,0.172896,0.180428,0.120044
2402,usf3424_LMLO_L1_MS_B.jpg,0.164902,1.0,0.774922,0.186207,0.138654,0.122783,0.134442,0.0732441
1076,usf1396_LMLO_L1_MS_B.jpg,0.207523,1.0,0.715846,0.184824,0.0934674,0.116852,0.106856,0.0408488
543,usf0344_LMLO_L2_CL_M.jpg,0.458185,1.0,0.855754,0.476165,0.450485,0.437557,0.450483,0.399004
3297,5185039.jpg,0.238924,1.0,0.886248,0.413615,0.378785,0.360516,0.382216,0.20573
37,usf0023_LMLO_L1_MS_M.jpg,0.142691,1.0,0.773835,0.193236,0.14803,0.127194,0.14418,0.0807761
3062,4151246.jpg,0.0389988,1.0,0.744267,0.317727,0.153882,0.221118,0.195278,0.041343
2015,usf1936_LMLO_L1_CL_B.jpg,0.319011,1.0,0.725253,0.378412,0.259955,0.281088,0.276474,0.212348
3095,4155822.jpg,0.256779,1.0,0.929922,0.339596,0.355897,0.315274,0.294747,0.160865
769,usf1111_RCC_L1_MS_M.jpg,0.220801,1.0,0.706539,0.191291,0.0890921,0.109314,0.111372,0.0452633
2473,usf3487_RCC_L1_MS_B.jpg,0.285593,1.0,0.821656,0.173775,0.171741,0.132291,0.131442,0.0855378
1638,usf1729_RMLO_L1_CL_M.jpg,0.190102,1.0,0.785307,0.148102,0.113711,0.105691,0.129651,0.0310545
709,usf0480_LMLO_L1_MS_B.jpg,0.186595,1.0,0.785766,0.185549,0.14061,0.123966,0.130644,0.0747446
1358,usf1553_LMLO_L1_CL_B.jpg,0.182983,1.0,0.632674,0.230804,0.0822599,0.113462,0.104757,0.0503687
882,usf1180_RMLO_L1_MS_M.jpg,0.170044,1.0,0.67863,0.196358,0.0859464,0.111324,0.116277,0.039318
587,usf0375_LCC_L3_CL_B.jpg,0.56769,1.0,0.886457,0.540236,0.529689,0.514163,0.520426,0.483759
2669,usf4065_LCC_L1_MS_B.jpg,0.220868,1.0,0.625403,0.226873,0.0747739,0.107189,0.103091,0.0503951
2979,mdb222_89.png,0.0199601,1.0,0.818696,0.232448,0.438279,0.218252,0.33004,0.140178
546,usf0355_LCC_L1_CL_B.jpg,0.183977,1.0,0.775352,0.187113,0.139448,0.122794,0.131524,0.0754898
1935,usf1891_RCC_L1_CL_B.jpg,0.199497,1.0,0.701985,0.213615,0.0948677,0.112921,0.117745,0.0498549
2045,usf1952_LMLO_L1_CL_B.jpg,0.183976,1.0,0.576349,0.333538,0.082609,0.114821,0.126325,0.06976
2193,usf3059_RCC_L2_CL_M.jpg,0.529313,1.0,0.893564,0.532016,0.52276,0.506196,0.508967,0.474376
706,usf0479_RMLO_L1_MS_B.jpg,0.229478,1.0,0.798703,0.190841,0.142051,0.124668,0.127325,0.0798342
2515,usf3506_RMLO_L1_MS_M.jpg,0.176217,1.0,0.760484,0.181983,0.132095,0.128307,0.118887,0.0691084
1776,usf1800_LMLO_L1_MS_B.jpg,0.164548,1.0,0.600308,0.244951,0.0840232,0.113973,0.107725,0.0563276
2660,usf4060_LMLO_L1_MS_B.jpg,0.216881,1.0,0.694225,0.184231,0.0851623,0.105963,0.112261,0.0424265
1507,usf1644_LCC_L1_CL_M.jpg,0.159502,1.0,0.623488,0.227226,0.084451,0.11386,0.113599,0.0520237
2217,usf3073_RCC_L1_MS_M.jpg,0.178491,1.0,0.8165,0.175365,0.147961,0.129142,0.132673,0.071265
19,usf0010_RMLO_L1_CL_M.jpg,0.192194,1.0,0.80142,0.16409,0.140184,0.12195,0.120937,0.0654433
2240,usf3079_RMLO_L1_CL_M.jpg,0.194475,1.0,0.806591,0.157299,0.139521,0.121739,0.119206,0.0620909
1675,usf1750_LMLO_L1_MS_B.jpg,0.199934,1.0,0.628588,0.273897,0.0844917,0.116205,0.109706,0.0599706
1924,usf1884_LMLO_L1_MS_B.jpg,0.187528,1.0,0.654529,0.254518,0.0894825,0.118546,0.111007,0.0544094
1865,usf1849_LCC_L1_MS_M.jpg,0.150713,1.0,0.546588,0.32811,0.0788295,0.118549,0.113361,0.0670808
1212,usf1471_RCC_L1_MS_B.jpg,0.240825,1.0,0.704438,0.181393,0.0890227,0.10705,0.107603,0.0467757
